Recency,Frequency,Monetary,Cluster_KMeans,Cluster_Agglo,Cluster_DBSCAN,Cluster_MeanShift,Cluster_GMM
-0.285188291838844,-0.9550131286465088,-0.1487978149527389,0,0,3,1,0
-0.7651968251290207,0.3864372603459435,0.0852280557200123,2,1,1,0,1
0.0348173970212736,0.0597549167415828,0.0818083888277112,2,1,1,0,1
-0.9151994917822008,1.2469574237058587,0.745933179037083,2,1,1,0,1
0.7048293080721452,-0.361411875164371,0.7028972838121226,2,1,1,0,1
-0.1451858029625425,-0.9550131286465088,0.0554146424436851,0,0,3,1,0
1.024834996932263,-0.9550131286465088,-0.1724129841529372,1,2,2,2,2
-0.7051957584677486,0.0597549167415828,0.1034127993831767,2,1,1,0,1
-0.6651950473602338,1.4012053057340357,1.8974644988664864,3,3,0,3,3
-0.8351980695671714,0.3864372603459435,1.3016552116431386,2,1,1,0,1
-0.4951920251532963,-0.9550131286465088,-0.8211702366545245,0,0,3,1,0
-0.5651932695914471,2.0892910075177658,1.7274772063970425,3,3,0,3,3
-0.4951920251532963,0.6533561702237206,1.5387970379128273,2,1,1,0,1
-0.9151994917822008,1.074522962129674,2.309009099155135,3,3,0,3,3
-0.0751845585243917,-0.361411875164371,0.0843450730759029,0,0,3,1,0
-0.1251854474087851,-0.361411875164371,1.8847606920863824,2,1,1,0,1
0.0748181081287883,-0.9550131286465088,-0.2793826740612212,0,0,3,1,0
-0.9051993140053222,2.340879925732843,1.5217182697342335,3,3,0,3,3
-0.785197180682778,-0.361411875164371,1.0998393561337445,2,1,1,0,1
2.744865574555396,-0.9550131286465088,-1.1289231679752203,1,2,2,2,2
-0.8951991362284435,-0.9550131286465088,-1.135715629821901,0,0,3,1,0
-0.7151959362446273,0.6533561702237206,1.5303187051786071,2,1,1,0,1
-0.7051957584677486,-0.9550131286465088,-1.3360282960357144,0,0,3,1,0
-0.3451893585001161,-0.9550131286465088,0.25672430483104,0,0,3,1,0
1.5048435302224394,-0.9550131286465088,-0.3315863450678307,1,2,2,2,2
-0.4851918473764176,-0.9550131286465088,-0.3777755303250759,0,0,3,1,0
-0.7051957584677486,0.3864372603459435,1.3659073295818898,2,1,1,0,1
0.6348280636339945,-0.361411875164371,-1.0255330362678663,0,0,3,1,0
-0.815197714013414,0.6533561702237206,1.9982192929854083,3,3,0,3,3
-0.755196647352142,-0.361411875164371,-0.4117005760194985,0,0,3,1,0
0.4148241525426634,-0.9550131286465088,-0.0193901430792648,0,0,3,1,0
-0.3651897140538734,-0.9550131286465088,1.2533092645029256,2,1,1,0,1
-0.1951866918469359,0.8790328929324327,0.9698493002811688,2,1,1,0,1
-0.4851918473764176,0.0597549167415828,1.1712341298693942,2,1,1,0,1
-0.2651879362850867,1.074522962129674,0.9358595776182872,2,1,1,0,1
-0.2151870474006933,-0.361411875164371,0.2121298022750278,2,1,1,0,1
0.0148170414675163,-0.361411875164371,0.1044470846555187,0,0,3,1,0
-0.7351962917983846,-0.361411875164371,0.3923254514539375,2,1,1,0,1
-0.3951902473845095,0.3864372603459435,0.4894042751415314,2,1,1,0,1
-0.8251978917902927,1.2469574237058587,0.4071330117830501,2,1,1,0,1
-0.755196647352142,-0.361411875164371,0.0189427102606942,0,0,3,1,0
0.9548337524941122,-0.361411875164371,0.0053403645401339,1,2,2,2,2
-0.9051993140053222,3.057578932325584,2.619306895374614,3,3,0,3,3
-0.6051939806989618,1.074522962129674,1.7460341319191126,3,3,0,3,3
-0.6351945140295978,0.6533561702237206,1.3383147130881672,2,1,1,0,1
-0.755196647352142,2.340879925732843,1.8318569182612496,3,3,0,3,3
-0.3851900696076308,-0.9550131286465088,-0.0013688971939064,0,0,3,1,0
-0.7651968251290207,1.6681242156118123,1.7749490665071994,3,3,0,3,3
-0.69519558069087,0.8790328929324327,2.2997070361776224,3,3,0,3,3
-0.8851989584515648,-0.9550131286465088,-0.0491466737979216,0,0,3,1,0
-0.815197714013414,-0.9550131286465088,-0.2516160885870372,0,0,3,1,0
-0.6451946918064765,0.3864372603459435,1.1958930493095603,2,1,1,0,1
-0.69519558069087,1.540739487763732,1.616369904054379,3,3,0,3,3
-0.755196647352142,1.2469574237058587,0.9756455714597232,3,3,0,3,3
-0.5951938029220831,0.8790328929324327,1.4507871671667991,3,3,0,3,3
-0.8251978917902927,0.0597549167415828,0.4617752266348487,2,1,1,0,1
2.434860063472157,-0.9550131286465088,-0.6101980296139972,1,2,2,2,2
-0.8751987806746861,1.540739487763732,1.5930461147478208,3,3,0,3,3
-0.535192736260811,-0.9550131286465088,-0.3587453836773682,0,0,3,1,0
-0.2951884696157227,-0.361411875164371,-0.8004804305123516,0,0,3,1,0
0.7348298414027812,-0.361411875164371,-0.4059020392677909,1,2,2,2,2
-0.7651968251290207,1.074522962129674,0.4290668079662822,2,1,1,0,1
-0.1051850918550278,-0.9550131286465088,0.2882988348964516,0,0,3,1,0
-0.7151959362446273,0.0597549167415828,-0.4626338050685951,0,0,3,1,0
-0.69519558069087,1.6681242156118123,1.402171305046622,3,3,0,3,3
2.4448602412490352,-0.9550131286465088,0.8680801684813353,1,2,2,2,2
0.0348173970212736,0.6533561702237206,1.2960319973164502,2,1,1,0,1
-0.7451964695752633,-0.361411875164371,-0.3224136970593952,0,0,3,1,0
1.4048417524536527,-0.9550131286465088,-1.8035138957639008,1,2,2,2,2
0.4148241525426634,0.0597549167415828,0.4655156467724999,2,1,1,0,1
-0.6651950473602338,-0.361411875164371,-0.4741109006999463,0,0,3,1,0
1.9148508190744653,-0.9550131286465088,-1.115644381925618,1,2,2,2,2
0.5048257525345716,-0.361411875164371,0.2409801141378818,2,1,1,0,1
-0.2651879362850867,-0.361411875164371,-1.3432533273174474,0,0,3,1,0
0.2048204192282112,-0.9550131286465088,-0.1332728897499417,0,0,3,1,0
1.7448477968675278,-0.9550131286465088,0.2687700527414094,1,2,2,2,2
2.6048630856790944,-0.9550131286465088,-0.5027903523765341,1,2,2,2,2
-0.1451858029625425,-0.361411875164371,0.4699025263854642,2,1,1,0,1
-0.6451946918064765,0.6533561702237206,0.9745675807414405,2,1,1,0,1
-0.9151994917822008,0.6533561702237206,0.8259083977836044,2,1,1,0,1
-0.285188291838844,-0.9550131286465088,-0.6199038528072826,0,0,3,1,0
-0.1351856251856638,0.6533561702237206,1.0218496259088223,2,1,1,0,1
0.5048257525345716,-0.9550131286465088,-0.1497337790322981,0,0,3,1,0
-0.535192736260811,-0.361411875164371,-1.046361390555032,0,0,3,1,0
-0.7351962917983846,1.6681242156118123,0.7157478160692713,3,3,0,3,3
-0.8351980695671714,1.2469574237058587,1.4434747780047965,3,3,0,3,3
-0.9151994917822008,0.0597549167415828,0.4726733838693092,2,1,1,0,1
-0.1051850918550278,0.0597549167415828,-0.5783456342639081,0,0,3,1,0
-0.8351980695671714,0.8790328929324327,0.7769092538281825,2,1,1,0,1
-0.3251890029463588,0.3864372603459435,0.657231714918757,2,1,1,0,1
-0.7751970029058993,-0.9550131286465088,-1.3857812391808308,0,0,3,1,0
-0.6251943362527191,-0.9550131286465088,-0.5758121629233911,0,0,3,1,0
0.3848236192120274,-0.9550131286465088,0.3225171886695497,0,0,3,1,0
-0.005183314086241,-0.361411875164371,-0.0090957986331026,0,0,3,1,0
-0.4951920251532963,0.0597549167415828,2.261782315582292,2,1,1,0,1
-0.6351945140295978,-0.9550131286465088,-0.5445483443132796,0,0,3,1,0
-0.7051957584677486,0.3864372603459435,1.6147398101503168,2,1,1,0,1
-0.725196114021506,2.2617254690939497,2.3104512353234288,3,3,0,3,3
-0.6251943362527191,0.0597549167415828,0.2398596005447547,2,1,1,0,1
-0.5651932695914471,-0.9550131286465088,-0.5257759266793456,0,0,3,1,0
-0.1751863362931786,-0.361411875164371,0.2552066167893195,2,1,1,0,1
-0.4551913140457816,-0.361411875164371,0.373407924000156,2,1,1,0,1
1.054835530262899,-0.361411875164371,-0.9869666859271908,1,2,2,2,2
0.7348298414027812,-0.9550131286465088,-1.6009729842724538,1,2,2,2,2
-0.1351856251856638,-0.9550131286465088,0.226559120545061,0,0,3,1,0
2.654863974563488,-0.9550131286465088,-1.1545250184174165,1,2,2,2,2
-0.535192736260811,-0.361411875164371,-0.398500856610712,0,0,3,1,0
-0.8451982473440501,1.540739487763732,1.289283809188582,3,3,0,3,3
-0.4251907807151455,-0.361411875164371,-0.1498920794290276,0,0,3,1,0
-0.7651968251290207,0.6533561702237206,2.222415929424662,3,3,0,3,3
-0.8451982473440501,-0.9550131286465088,-0.7804926033703178,0,0,3,1,0
2.184855619050189,-0.361411875164371,-0.2014706413166617,1,2,2,2,2
-0.8751987806746861,0.0597549167415828,0.8550579601413931,2,1,1,0,1
2.10485419683516,-0.9550131286465088,-0.8771219380746142,1,2,2,2,2
-0.8451982473440501,1.074522962129674,1.3082469255842186,3,3,0,3,3
1.6848467302062555,-0.9550131286465088,-0.3647785239610425,1,2,2,2,2
1.9648517079588588,-0.9550131286465088,-1.2654581142948786,1,2,2,2,2
-0.0651843807475131,-0.9550131286465088,-0.5717124717476945,0,0,3,1,0
-0.69519558069087,1.540739487763732,2.0296570149330244,3,3,0,3,3
-0.9051993140053222,3.149108786633961,1.3770081387786763,3,3,0,3,3
-0.5251925584839323,-0.361411875164371,-0.2630839669831281,0,0,3,1,0
-0.8351980695671714,-0.361411875164371,0.2708983383541509,2,1,1,0,1
1.3448406857923807,-0.9550131286465088,-1.190295031609527,1,2,2,2,2
2.234856507934583,-0.9550131286465088,-0.947550705734879,1,2,2,2,2
-0.5651932695914471,0.6533561702237206,0.4721741407437962,2,1,1,0,1
-0.5751934473683258,0.0597549167415828,-0.114997942028879,2,1,1,0,1
-0.7151959362446273,-0.361411875164371,1.0686224146531986,2,1,1,0,1
-0.1451858029625425,-0.9550131286465088,-0.3938202294098852,0,0,3,1,0
1.544844241329954,-0.9550131286465088,-0.43948183307201,1,2,2,2,2
-0.5251925584839323,-0.9550131286465088,-1.0262105904593473,0,0,3,1,0
1.4648428191149248,-0.361411875164371,-0.2757402452629798,1,2,2,2,2
-0.8951991362284435,2.0892910075177658,1.8272236617253117,3,3,0,3,3
-0.8851989584515648,1.4012053057340357,0.9274096668766324,3,3,0,3,3
1.4148419302305315,-0.361411875164371,0.8194174695508797,1,2,2,2,2
-0.755196647352142,-0.9550131286465088,-1.0292867889390769,0,0,3,1,0
-0.8451982473440501,-0.9550131286465088,-1.2758806689669693,0,0,3,1,0
-0.535192736260811,-0.9550131286465088,-0.960472712722936,0,0,3,1,0
-0.6351945140295978,-0.361411875164371,-0.0900448369669568,0,0,3,1,0
1.1848378413623215,-0.361411875164371,2.067741677285742,2,1,-1,4,3
2.244856685711462,-0.9550131286465088,-0.3718175512481534,1,2,2,2,2
-0.005183314086241,-0.361411875164371,-0.3988981814363597,0,0,3,1,0
0.1648197081206965,0.0597549167415828,-0.4349315270039517,0,0,3,1,0
-0.5451929140376897,1.540739487763732,1.2094356311642442,3,3,0,3,3
-0.4151906029382669,-0.361411875164371,-0.1255846474284114,0,0,3,1,0
-0.7351962917983846,0.3864372603459435,1.3143977695559637,2,1,1,0,1
-0.8251978917902927,1.2469574237058587,1.130892698341973,3,3,0,3,3
-0.6351945140295978,1.074522962129674,0.2802751967745132,2,1,1,0,1
-0.6351945140295978,1.540739487763732,1.0111889467926258,3,3,0,3,3
0.9748341080478696,0.6533561702237206,-0.1801467214213107,2,1,1,0,1
-0.3351891807232374,-0.9550131286465088,-1.227550918176631,0,0,3,1,0
-0.7051957584677486,-0.9550131286465088,0.0157486215734556,0,0,3,1,0
-0.1351856251856638,-0.361411875164371,-0.8280334037759507,0,0,3,1,0
-0.3251890029463588,-0.9550131286465088,0.6167885581292142,0,0,3,1,0
-0.1451858029625425,0.0597549167415828,0.3494325681095188,2,1,1,0,1
-0.69519558069087,0.6533561702237206,0.8421614679400646,2,1,1,0,1
-0.4051904251613882,-0.9550131286465088,0.3948038305217846,0,0,3,1,0
-0.1851865140700572,-0.9550131286465088,-0.0228103228857393,0,0,3,1,0
-0.3551895362769948,0.6533561702237206,1.2108959105402894,2,1,1,0,1
1.8548497524131933,-0.9550131286465088,-0.6571538027894772,1,2,2,2,2
-0.9051993140053222,0.3864372603459435,0.911341480942486,2,1,1,0,1
0.024817219244395,-0.361411875164371,-0.0124717344393471,0,0,3,1,0
-0.6351945140295978,-0.9550131286465088,-0.5687299018973357,0,0,3,1,0
-0.7051957584677486,-0.9550131286465088,-1.1120369498666964,0,0,3,1,0
-0.7651968251290207,1.4012053057340357,1.2782578264079836,3,3,0,3,3
-0.7751970029058993,0.0597549167415828,0.4862363954676894,2,1,1,0,1
-0.9051993140053222,2.487402191802662,2.3273810024627597,3,3,0,3,3
1.394841574676774,-0.9550131286465088,-1.099735584675005,1,2,2,2,2
1.834849396859436,-0.9550131286465088,-0.6838766138042864,1,2,2,2,2
0.1348191747900604,-0.361411875164371,-0.096863519406387,0,0,3,1,0
1.1948380191392003,-0.361411875164371,1.0366120011096458,1,2,2,2,2
-0.69519558069087,1.4012053057340357,1.7518432830359476,3,3,0,3,3
-0.815197714013414,1.074522962129674,1.4422040614710272,3,3,0,3,3
-0.8851989584515648,0.0597549167415828,0.0647870061932665,2,1,1,0,1
-0.8251978917902927,-0.361411875164371,0.4446559112234997,2,1,1,0,1
-0.3551895362769948,-0.9550131286465088,-0.0976412537315555,0,0,3,1,0
-0.3351891807232374,0.3864372603459435,0.8661027350894263,2,1,1,0,1
-0.0251836696399983,-0.361411875164371,0.6699432794308439,2,1,1,0,1
-0.255187758508208,1.2469574237058587,1.6742675207656648,3,3,0,3,3
-0.5951938029220831,-0.9550131286465088,-0.0600255389464843,0,0,3,1,0
1.4648428191149248,-0.9550131286465088,-0.315798402311198,1,2,2,2,2
-0.6851954029139912,0.0597549167415828,0.3822730201208502,2,1,1,0,1
0.2248207747819685,-0.9550131286465088,-1.0747582162338143,0,0,3,1,0
-0.6751952251371125,0.0597549167415828,0.2653247377516168,2,1,1,0,1
0.3548230858813914,0.8790328929324327,1.2109574865527253,2,1,1,0,1
0.3748234414351488,-0.9550131286465088,-0.329233574183233,0,0,3,1,0
-0.5851936251452045,0.3864372603459435,0.7092660816348799,2,1,1,0,1
-0.8751987806746861,-0.361411875164371,0.4906925764981524,2,1,1,0,1
-0.7051957584677486,1.7853068058198964,1.2958086195506342,3,3,0,3,3
0.6248278858571158,-0.9550131286465088,-0.6510460602098633,0,0,3,1,0
0.1448193525669391,0.0597549167415828,-0.1189085782466735,2,1,1,0,1
-0.8951991362284435,-0.9550131286465088,-0.6600621379485906,0,0,3,1,0
2.424859885695278,-0.9550131286465088,-1.459541692846981,1,2,2,2,2
2.3848591745877634,-0.9550131286465088,0.1888846953348787,1,2,2,2,2
0.5648268191958437,-0.361411875164371,0.8827144606653052,2,1,1,0,1
-0.815197714013414,0.6533561702237206,-0.1467057845642916,2,1,1,0,1
-0.755196647352142,0.6533561702237206,1.362761642509167,2,1,1,0,1
-0.815197714013414,0.3864372603459435,0.6480805973382728,2,1,1,0,1
-0.7351962917983846,-0.9550131286465088,-0.0432897860812572,0,0,3,1,0
-0.6251943362527191,-0.9550131286465088,-1.6305080210438234,0,0,3,1,0
-0.815197714013414,-0.9550131286465088,-0.8567401200345214,0,0,3,1,0
-0.9151994917822008,1.6681242156118123,1.322371699326887,3,3,0,3,3
-0.8451982473440501,1.4012053057340357,1.51051556639104,3,3,0,3,3
2.324858107926491,-0.9550131286465088,-1.923879993885052,1,2,2,2,2
-0.3451893585001161,-0.9550131286465088,-0.1232084525621276,0,0,3,1,0
-0.8051975362365353,0.3864372603459435,1.3135514216324764,2,1,1,0,1
0.584827174749601,0.0597549167415828,1.05418432247483,2,1,1,0,1
-0.8251978917902927,0.6533561702237206,1.123778900813114,2,1,1,0,1
2.3748589968108846,-0.9550131286465088,-0.9210991262870448,1,2,2,2,2
-0.8751987806746861,-0.361411875164371,-0.1355628892433671,0,0,3,1,0
-0.535192736260811,0.3864372603459435,0.7919687502289998,2,1,1,0,1
-0.6751952251371125,0.8790328929324327,0.4814815133968915,2,1,1,0,1
-0.505192202930175,1.7853068058198964,2.527724458469822,3,3,0,3,3
-0.3351891807232374,0.3864372603459435,0.3396568694662676,2,1,1,0,1
-0.9151994917822008,0.3864372603459435,0.1381084937850536,2,1,1,0,1
-0.7751970029058993,2.620584950305307,2.3330248818326584,3,3,0,3,3
-0.8851989584515648,3.104059052905858,2.241274941204132,3,3,0,3,3
-0.8851989584515648,2.0892910075177658,1.947629437839758,3,3,0,3,3
-0.8451982473440501,1.074522962129674,0.9087239676307538,2,1,1,0,1
-0.6451946918064765,0.8790328929324327,1.087822403281575,2,1,1,0,1
2.794866463439789,-0.9550131286465088,-1.6525255460923745,1,2,2,2,2
0.2148205970050899,-0.9550131286465088,1.5092050056374944,2,1,1,0,1
-0.6651950473602338,-0.361411875164371,0.4300255757271565,2,1,1,0,1
1.1348369524779285,-0.9550131286465088,-0.4919287799762624,1,2,2,2,2
-0.6451946918064765,0.8790328929324327,0.2827397414734123,2,1,1,0,1
0.3448229081045127,0.3864372603459435,0.1317541347016387,2,1,1,0,1
-0.2251872251775719,-0.361411875164371,0.1443758968391055,0,0,3,1,0
-0.8551984251209288,0.3864372603459435,-0.1732685699097885,2,1,1,0,1
-0.6351945140295978,0.0597549167415828,0.2205974043946021,2,1,1,0,1
-0.8451982473440501,0.3864372603459435,1.519889111529179,2,1,1,0,1
-0.1251854474087851,-0.361411875164371,0.0760263411519747,0,0,3,1,0
-0.725196114021506,-0.9550131286465088,-0.9455674259348908,0,0,3,1,0
-0.2151870474006933,-0.9550131286465088,-0.7417182308007868,0,0,3,1,0
-0.8551984251209288,1.2469574237058587,0.928320303590327,3,3,0,3,3
-0.7751970029058993,1.4012053057340357,1.780954575242091,3,3,0,3,3
1.994852241289495,-0.9550131286465088,-0.1448158704536932,1,2,2,2,2
-0.6251943362527191,1.540739487763732,1.0451506048109451,3,3,0,3,3
-0.7751970029058993,2.0892910075177658,2.054970549049899,3,3,0,3,3
0.0448175747981523,0.0597549167415828,0.364855999752975,2,1,1,0,1
-0.6351945140295978,1.8938009383205248,1.4274937915386332,3,3,0,3,3
-0.9151994917822008,-0.9550131286465088,0.1249195058484445,0,0,3,1,0
-0.8351980695671714,0.6533561702237206,1.4819310218708204,2,1,1,0,1
0.1348191747900604,-0.9550131286465088,-0.5905605268274644,0,0,3,1,0
-0.8851989584515648,-0.361411875164371,0.2961443603921229,2,1,1,0,1
0.584827174749601,-0.361411875164371,0.2790477213782218,2,1,1,0,1
-0.2151870474006933,-0.9550131286465088,-0.8791064597542979,0,0,3,1,0
-0.8751987806746861,-0.361411875164371,-0.0921640119799141,0,0,3,1,0
-0.8951991362284435,2.800074851207988,1.644529087208116,3,3,0,3,3
-0.6051939806989618,0.8790328929324327,1.0283979468420874,2,1,1,0,1
-0.0751845585243917,0.3864372603459435,0.2530198344377367,2,1,1,0,1
-0.8851989584515648,0.6533561702237206,0.0004774555657946,2,1,1,0,1
-0.8751987806746861,0.3864372603459435,0.2793777922926101,2,1,1,0,1
2.7848662856629107,-0.9550131286465088,-0.4168024127015856,1,2,2,2,2
-0.6451946918064765,1.074522962129674,1.0142486525822632,2,1,1,0,1
-0.815197714013414,1.074522962129674,1.3488614392324736,3,3,0,3,3
-0.2151870474006933,0.3864372603459435,0.1134399481584908,2,1,1,0,1
0.2148205970050899,-0.9550131286465088,-0.3715382765143054,0,0,3,1,0
-0.6851954029139912,1.7853068058198964,2.5827328896906856,3,3,0,3,3
0.8748323302790827,-0.9550131286465088,-0.8857242671477648,1,2,2,2,2
1.4148419302305315,-0.9550131286465088,-0.5022756249717004,1,2,2,2,2
2.6048630856790944,-0.9550131286465088,-1.4847412684230674,1,2,2,2,2
2.224856330157704,-0.361411875164371,0.0578239774069319,1,2,2,2,2
2.4048595301415205,-0.9550131286465088,-0.893307617706417,1,2,2,2,2
2.794866463439789,-0.9550131286465088,-1.21616879631187,1,2,2,2,2
-0.1451858029625425,-0.361411875164371,0.265152859458178,2,1,1,0,1
-0.285188291838844,-0.9550131286465088,-0.4171720510877603,0,0,3,1,0
0.4148241525426634,-0.361411875164371,-0.2324541924379341,0,0,3,1,0
-0.4051904251613882,1.074522962129674,2.6768469217878,3,3,0,3,3
-0.9051993140053222,1.6681242156118123,1.3905877790712968,3,3,0,3,3
-0.9151994917822008,5.865343557937369,3.025758478994414,3,3,-1,3,3
-0.8851989584515648,0.6533561702237206,1.3704883316237029,2,1,1,0,1
0.3648232636582701,-0.9550131286465088,-0.7633682013733449,0,0,3,1,0
-0.1151852696319065,-0.9550131286465088,1.422187479209797,2,1,1,0,1
-0.69519558069087,0.8790328929324327,2.682415913035767,3,3,0,3,3
1.4348422857842889,0.0597549167415828,1.1276529593259976,2,1,1,0,1
1.8848502857438292,-0.361411875164371,1.3145494759452605,1,2,2,2,2
-0.0551842029706344,-0.9550131286465088,-1.4728816619740832,0,0,3,1,0
-0.7651968251290207,1.8938009383205248,1.8852421567467477,3,3,0,3,3
0.2448211303357259,-0.361411875164371,1.0677943785692188,2,1,1,0,1
-0.4051904251613882,0.0597549167415828,0.5923166946401865,2,1,1,0,1
-0.8451982473440501,-0.361411875164371,0.7624594519170799,2,1,1,0,1
0.4548248636501782,-0.361411875164371,-0.3029232640177316,0,0,3,1,0
2.244856685711462,-0.9550131286465088,0.6721434801747271,1,2,2,2,2
-0.8851989584515648,1.074522962129674,1.794828039004617,3,3,0,3,3
1.4648428191149248,-0.9550131286465088,0.3611129994632799,1,2,2,2,2
1.1848378413623215,-0.9550131286465088,0.4933214981162352,1,2,2,2,2
-0.3251890029463588,-0.9550131286465088,0.1648571498788402,0,0,3,1,0
-0.755196647352142,0.6533561702237206,0.5133309164783215,2,1,1,0,1
-0.725196114021506,0.8790328929324327,0.0999842722209843,2,1,1,0,1
-0.5451929140376897,1.2469574237058587,1.3489927619781632,3,3,0,3,3
-0.285188291838844,-0.361411875164371,0.1043130867797258,0,0,3,1,0
-0.8751987806746861,0.6533561702237206,0.9249569195580396,2,1,1,0,1
-0.9051993140053222,0.8790328929324327,0.8884492063952587,2,1,1,0,1
-0.8351980695671714,-0.361411875164371,-0.2432304099475297,0,0,3,1,0
2.71486504122476,-0.9550131286465088,-0.6663413174170861,1,2,2,2,2
-0.8251978917902927,0.0597549167415828,-0.3531669688138243,0,0,3,1,0
-0.2751881140619653,-0.9550131286465088,-1.6290560249786763,0,0,3,1,0
0.9948344636016268,-0.9550131286465088,-0.6341663809831122,1,2,2,2,2
2.814866818993546,-0.9550131286465088,-1.0468523457704073,1,2,2,2,2
1.644846019098741,-0.9550131286465088,-0.4688447189369953,1,2,2,2,2
2.424859885695278,-0.361411875164371,-0.2246592191013019,1,2,2,2,2
-0.3951902473845095,-0.361411875164371,0.1359040573583849,2,1,1,0,1
-0.7351962917983846,-0.9550131286465088,-0.4118658243555947,0,0,3,1,0
2.7348653967785173,-0.9550131286465088,-0.8284992824666214,1,2,2,2,2
-0.8251978917902927,0.0597549167415828,1.7933997985466423,2,1,1,0,1
0.9448335747172336,-0.9550131286465088,-0.417209024412688,1,2,2,2,2
-0.5551930918145684,0.0597549167415828,-0.3197936434447719,0,0,3,1,0
0.8548319747253253,-0.9550131286465088,-0.3105941258759582,1,2,2,2,2
